ID_Adr,N,Nom_Rue,Code_Postal,NB_KW_Jour
101125,136.0,Avenue des Lilas,91000,12.8
101126,120.0,Boulevard Clemenceau,91000,14.0
101127,157.0,Rue des Roses,91000,16.0
101128,7.0,Rue Nationale,91000,
101129,3.0,Boulevard des Champs,91000,14.5
101130,202.0,Rue du Commerce,91000,20.2
101131,16.0,Boulevard Liberté,91000,10.5
101132,73.0,Avenue François Mitterrand,91000,14.2
101133,81.0,Rue des Roses,91000,14.7
101134,140.0,Rue du Stade,91000,24.7
101135,200.0,Avenue de la Gare,91000,23.7
101136,119.0,Rue du Stade,91000,20.0
101137,124.0,Rue des Écoles,91000,22.7
101138,201.0,Avenue des Tilleuls,91000,27.1
101139,223.0,Boulevard Liberté,91000,21.2
101140,32.0,Avenue de la Poste,91000,16.1
101141,165.0,Boulevard Liberté,91000,26.8
101142,61.0,Rue des Écoles,91000,12.9
101143,86.0,Rue du Stade,91000,15.4
101144,124.0,Boulevard de l'Hôpital,91000,18.1
101145,103.0,Rue Pasteur,91000,19.3
101146,247.0,Rue de l'Église,91000,21.3
101147,46.0,Rue de la Mairie,91000,20.8
101148,228.0,Rue de l'Essonne,91000,15.9
101149,106.0,Boulevard Clemenceau,91000,14.6
101150,173.0,Rue de l'Essonne,91000,11.2
101151,160.0,Rue de la Gendarmerie,91000,13.8
101152,31.0,Rue du Stade,91000,20.8
101153,86.0,Avenue Foch,91000,9.2
101154,123.0,Boulevard des Sports,91000,17.6
101155,194.0,Rue Gambetta,91000,10.1
101156,57.0,Boulevard des Sports,91000,19.1
101157,86.0,Avenue des Tilleuls,91000,15.9
101158,143.0,Avenue Foch,91000,20.7
101159,106.0,Rue de l'Église,91000,18.2
101160,194.0,Avenue des Tilleuls,91000,15.9
101161,241.0,Rue du Commerce,91000,16.2
101162,143.0,Boulevard de la Paix,91000,15.6
101163,119.0,Avenue de l'Europe,91000,22.8
101164,1.0,Boulevard de l'Hôpital,91000,23.0
101165,109.0,Boulevard des Sports,91000,15.8
101166,202.0,Avenue des Écoles,91000,9.1
101167,95.0,Avenue des Lilas,91000,12.4
101168,186.0,Avenue du Parc,91000,16.9
101169,209.0,Rue de l'Essonne,91000,17.3
101170,142.0,Rue des Écoles,91000,21.6
101171,173.0,Boulevard Liberté,91000,11.8
101172,198.0,Boulevard Liberté,91000,10.3
101173,122.0,Avenue des Lilas,91000,17.0
101174,4.0,Avenue Jean Jaurès,91000,33.4
101175,54.0,Rue Gambetta,91000,32.3
101176,45.0,Rue de la République,91000,22.3
101177,76.0,Boulevard des Champs,91000,12.8
101178,211.0,Avenue de la Gare,91000,13.5
101179,187.0,Rue de la République,91000,28.3
101180,61.0,Avenue Carnot,91000,14.3
101181,90.0,Rue de l'Église,91000,20.3
101182,220.0,Boulevard Victor Hugo,91000,17.7
101183,60.0,Avenue du Parc,91000,15.3
101184,,Boulevard des Sports,91000,12.6
101185,165.0,Rue de l'Église,91000,18.3
101186,119.0,Avenue de l'Europe,91000,13.6
101187,130.0,Avenue François Mitterrand,91000,13.1
101188,201.0,Rue de la République,91000,27.7
101189,126.0,Boulevard de la Paix,91000,15.1
101190,216.0,Rue de la Mairie,91000,22.4
101191,228.0,Boulevard Clemenceau,91000,18.4
101192,76.0,Boulevard Victor Hugo,91000,16.5
101193,240.0,Boulevard de la Paix,91000,20.1
101194,95.0,Boulevard des Platanes,91000,10.5
101195,151.0,Avenue François Mitterrand,91000,18.7
101196,141.0,Avenue des Lilas,91000,17.2
101197,156.0,Avenue Carnot,91000,16.9
101198,144.0,Boulevard des Champs,91000,26.5
101199,46.0,Boulevard Clemenceau,91000,13.3
101200,127.0,Boulevard de l'Hôpital,91000,14.1
101201,175.0,Avenue François Mitterrand,91000,14.7
101202,180.0,Boulevard des Champs,91000,18.8
101203,128.0,Avenue François Mitterrand,91000,14.6
101204,177.0,Rue de l'Essonne,91000,10.7
101205,139.0,Boulevard des Platanes,91000,26.3
101206,83.0,Rue de l'Église,91000,9.0
101207,21.0,Avenue François Mitterrand,91000,26.2
101208,85.0,Avenue des Écoles,91000,33.1
101209,98.0,Boulevard de la Paix,91000,20.5
101210,89.0,Avenue de la Poste,91000,15.3
101211,25.0,Boulevard de l'Hôpital,91000,25.0
101212,194.0,Avenue François Mitterrand,91000,18.6
101213,62.0,Rue de l'Essonne,91000,19.5
101214,211.0,Avenue Jean Jaurès,91000,15.0
101215,113.0,Rue Pasteur,91000,16.6
101216,36.0,Rue des Écoles,91000,30.3
101217,185.0,Boulevard de la Paix,91000,21.2
101218,234.0,Rue du Commerce,91000,12.6
101219,65.0,Rue de la Mairie,91000,13.1
101220,148.0,Boulevard Clemenceau,91000,18.4
101221,244.0,Avenue François Mitterrand,91000,22.2
101222,151.0,Avenue François Mitterrand,91000,17.4
101223,138.0,Boulevard des Platanes,91000,17.2
101224,138.0,Boulevard des Champs,91000,15.2
101225,228.0,Avenue de l'Europe,91000,24.4
101226,234.0,Rue des Roses,91000,16.2
101227,75.0,Rue du Stade,91000,14.3
101228,76.0,Boulevard de la Paix,91000,22.9
101229,86.0,Avenue de l'Europe,91000,21.0
101230,78.0,Rue de l'Église,91000,
101231,178.0,Rue des Roses,91000,22.3
101232,12.0,Avenue de la Poste,91000,14.5
101233,1.0,Avenue Carnot,91000,13.4
101234,235.0,Avenue des Tilleuls,91000,24.3
101235,14.0,Boulevard Liberté,91000,20.0
101236,166.0,Rue de la Mairie,91000,28.7
101237,153.0,Avenue des Écoles,91000,23.3
101238,248.0,Rue du Commerce,91000,11.6
101239,250.0,Avenue du Parc,91000,
101240,107.0,Rue de la Mairie,91000,17.8
101241,237.0,Rue des Écoles,91000,7.6
101242,249.0,Boulevard des Champs,91000,32.3
101243,80.0,Avenue du Général de Gaulle,91000,35.3
101244,150.0,Rue du Commerce,91000,14.8
101245,25.0,Boulevard des Sports,91000,24.2
101246,4.0,Boulevard Clemenceau,91000,21.0
101247,28.0,Rue des Écoles,91000,16.9
101248,64.0,Avenue Jean Jaurès,91000,24.8
101249,158.0,Avenue Jean Jaurès,91000,9.2
101250,114.0,Avenue du Général de Gaulle,91000,19.9
101251,71.0,Avenue François Mitterrand,91000,30.4
101252,224.0,Avenue des Tilleuls,91000,15.8
101253,229.0,Avenue François Mitterrand,91000,14.8
101254,133.0,Avenue Foch,91000,15.9
101255,161.0,Rue du Commerce,91000,16.7
101256,248.0,Boulevard des Platanes,91000,27.4
101257,141.0,Rue de l'Église,91000,15.8
101258,112.0,Avenue des Écoles,91000,14.5
101259,62.0,Rue du Stade,91000,13.9
101260,59.0,Rue des Roses,91000,20.9
101261,14.0,Rue de la République,91000,17.8
101262,77.0,Boulevard Victor Hugo,91000,19.2
101263,188.0,Rue Nationale,91000,13.8
101264,181.0,Rue Nationale,91000,23.6
101265,152.0,Rue de la République,91000,18.6
101266,29.0,Boulevard de l'Hôpital,91000,18.2
101267,143.0,Avenue Foch,91000,20.5
101268,159.0,Boulevard de la Paix,91000,14.1
101269,134.0,Rue des Écoles,91000,22.7
101270,51.0,Boulevard Clemenceau,91000,12.8
101271,163.0,Avenue Carnot,91000,
101272,193.0,Rue Pasteur,91000,9.5
101273,86.0,Rue Nationale,91000,14.3
101274,44.0,Avenue Foch,91000,14.8
101275,246.0,Rue Pasteur,91000,22.4
101276,100.0,Rue de la Mairie,91000,10.4
101277,,Boulevard des Champs,91000,12.2
101278,58.0,Rue Nationale,91000,28.8
101279,211.0,Avenue de la Poste,91000,12.7
101280,46.0,Boulevard des Champs,91000,16.6
101281,120.0,Rue de la République,91000,14.7
101282,124.0,Rue de la Mairie,91000,16.6
101283,126.0,Boulevard Clemenceau,91000,9.5
101284,123.0,Rue de la République,91000,23.3
101285,77.0,Avenue du Parc,91000,19.6
101286,234.0,Rue Pasteur,91000,18.2
101287,58.0,Avenue François Mitterrand,91000,9.9
101288,112.0,Avenue de l'Europe,91000,12.4
101289,33.0,Rue Gambetta,91000,15.6
101290,122.0,Avenue Foch,91000,26.5
101291,82.0,Rue Nationale,91000,19.7
101292,125.0,Boulevard Clemenceau,91000,14.1
101293,217.0,Avenue de l'Europe,91000,20.8
101294,69.0,Rue Gambetta,91000,18.7
101295,198.0,Avenue des Lilas,91000,15.7
101296,135.0,Avenue Foch,91000,16.6
101297,4.0,Boulevard Victor Hugo,91000,20.9
101298,156.0,Avenue du Général de Gaulle,91000,7.4
101299,160.0,Rue du Stade,91000,11.8
101300,196.0,Avenue des Tilleuls,91000,22.5
101301,98.0,Rue de l'Église,91000,6.1
101302,8.0,Rue de l'Essonne,91000,15.3
101303,73.0,Boulevard Clemenceau,91000,20.3
101304,181.0,Rue de la Mairie,91000,9.4
101305,190.0,Avenue de la Poste,91000,36.4
101306,53.0,Rue de la Mairie,91000,21.4
101307,80.0,Rue Gambetta,91000,19.9
101308,5.0,Boulevard des Champs,91000,4.9
101309,163.0,Rue Gambetta,91000,11.4
101310,127.0,Avenue des Tilleuls,91000,14.7
101311,219.0,Avenue de la Poste,91000,18.1
101312,85.0,Rue de la Mairie,91000,17.9
101313,46.0,Rue de la Gendarmerie,91000,16.4
101314,104.0,Rue Pasteur,91000,23.6
101315,139.0,Avenue Foch,91000,19.5
101316,171.0,Rue des Roses,91000,17.9
101317,189.0,Avenue du Parc,91000,13.0
101318,171.0,Boulevard des Champs,91000,6.6
101319,219.0,Rue du Commerce,91000,19.4
101320,163.0,Avenue du Général de Gaulle,91000,15.5
101321,75.0,Avenue du Parc,91000,10.6
101322,165.0,Avenue François Mitterrand,91000,8.4
101323,96.0,Avenue Carnot,91000,18.0
101324,103.0,Rue Gambetta,91000,19.8
101325,164.0,Avenue de l'Europe,91000,30.8
101326,104.0,Rue Nationale,91000,22.4
101327,231.0,Rue de l'Essonne,91000,11.0
101328,113.0,Rue de l'Essonne,91000,14.8
101329,197.0,Rue de la Mairie,91000,14.4
101330,222.0,Avenue Jean Jaurès,91000,17.3
101331,97.0,Rue de l'Essonne,91000,10.7
101332,74.0,Rue du Commerce,91000,22.7
101333,59.0,Boulevard Clemenceau,91000,16.9
101334,43.0,Avenue de l'Europe,91000,8.6
101335,49.0,Boulevard Clemenceau,91000,26.1
101336,232.0,Avenue des Écoles,91000,12.7
101337,246.0,Avenue des Lilas,91000,25.9
101338,227.0,Avenue Jean Jaurès,91000,16.7
101339,133.0,Avenue de l'Europe,91000,20.2
101340,175.0,Rue des Écoles,91000,17.1
101341,69.0,Rue du Stade,91000,12.2
101342,69.0,Avenue Carnot,91000,24.8
101343,234.0,Rue des Écoles,91000,15.9
101344,145.0,Avenue du Général de Gaulle,91000,25.8
101345,83.0,Boulevard des Sports,91000,15.9
101346,56.0,Avenue des Tilleuls,91000,12.7
101347,221.0,Boulevard des Champs,91000,18.3
101348,96.0,Rue Pasteur,91000,17.9
101349,83.0,Boulevard de l'Hôpital,91000,14.4
101350,168.0,Avenue des Écoles,91000,29.1
101351,159.0,Avenue du Général de Gaulle,91000,18.6
101352,135.0,Boulevard de l'Hôpital,91000,113.3
101353,36.0,Rue du Stade,91000,27.1
101354,48.0,Boulevard Liberté,91000,24.7
101355,136.0,Avenue Foch,91000,21.4
101356,64.0,Avenue de la Gare,91000,15.2
101357,86.0,Rue de la Mairie,91000,21.3
101358,173.0,Avenue Jean Jaurès,91000,11.9
101359,127.0,Avenue des Écoles,91000,24.4
101360,83.0,Boulevard de la Paix,91000,18.6
101361,93.0,Avenue Carnot,91000,19.5
101362,20.0,Avenue du Général de Gaulle,91000,21.0
101363,,Rue du Commerce,91000,17.2
101364,38.0,Rue de l'Essonne,91000,11.4
101365,137.0,Rue du Stade,91000,25.6
101366,96.0,Avenue du Parc,91000,15.8
101367,245.0,Avenue François Mitterrand,91000,15.6
101368,40.0,Boulevard des Sports,91000,8.3
101369,130.0,Avenue du Général de Gaulle,91000,24.5
101370,95.0,Rue Nationale,91000,17.9
101371,44.0,Rue des Écoles,91000,12.8
101372,246.0,Avenue du Général de Gaulle,91000,19.1
101373,219.0,Rue de l'Essonne,91000,20.2
101374,193.0,Rue de l'Église,91000,17.7
101375,190.0,Rue du Stade,91000,17.9
101376,220.0,Rue de la Mairie,91000,26.7
101377,14.0,Rue du Commerce,91000,15.0
101378,242.0,Avenue de la Poste,91000,23.2
101379,71.0,Rue de l'Église,91000,20.7
101380,174.0,Avenue Jean Jaurès,91000,7.6
101381,71.0,Avenue Jean Jaurès,91000,15.9
101382,67.0,Avenue de l'Europe,91000,14.4
101383,115.0,Rue des Roses,91000,12.2
101384,127.0,Boulevard des Sports,91000,19.0
101385,210.0,Boulevard de la Paix,91000,13.0
101386,139.0,Rue des Roses,91000,17.5
101387,194.0,Rue de la Mairie,91000,23.9
101388,160.0,Rue du Commerce,91000,34.4
101389,23.0,Avenue du Général de Gaulle,91000,12.2
101390,232.0,Avenue Carnot,91000,19.4
101391,162.0,Rue de l'Essonne,91000,30.3
101392,144.0,Avenue des Écoles,91000,11.7
101393,,Avenue Foch,91000,28.3
101394,148.0,Rue de l'Essonne,91000,12.8
101395,11.0,Boulevard Clemenceau,91000,18.6
101396,76.0,Avenue Carnot,91000,12.5
101397,138.0,Boulevard Liberté,91000,27.5
101398,18.0,Boulevard des Champs,91000,17.3
101399,145.0,Boulevard des Sports,91000,13.3
101400,98.0,Rue du Commerce,91000,16.4
101401,30.0,Avenue du Parc,91000,31.3
101402,128.0,Avenue de l'Europe,91000,9.4
101403,243.0,Avenue Foch,91000,10.4
101404,18.0,Avenue de l'Europe,91000,108.2
101405,30.0,Rue de l'Essonne,91000,11.3
101406,205.0,Rue Pasteur,91000,27.8
101407,91.0,Rue du Commerce,91000,15.3
101408,148.0,Boulevard des Platanes,91000,
101409,228.0,Avenue François Mitterrand,91000,17.4
101410,198.0,Avenue du Général de Gaulle,91000,17.4
101411,11.0,Avenue de la Poste,91000,19.8
101412,119.0,Avenue du Général de Gaulle,91000,19.9
101413,193.0,Rue de la Gendarmerie,91000,10.8
101414,164.0,Rue des Écoles,91000,12.6
101415,146.0,Rue de la République,91000,20.1
101416,43.0,Rue des Écoles,91000,6.5
101417,189.0,Boulevard des Platanes,91000,13.3
101418,17.0,Rue Pasteur,91000,14.6
101419,50.0,Boulevard des Sports,91000,18.0
101420,106.0,Boulevard de l'Hôpital,91000,21.9
101421,200.0,Boulevard Clemenceau,91000,33.6
101422,241.0,Boulevard des Champs,91000,27.3
101423,69.0,Avenue du Parc,91000,20.9
101424,30.0,Boulevard des Champs,91000,17.1
101425,65.0,Avenue du Parc,91000,11.3
101426,217.0,Rue des Roses,91000,17.6
101427,55.0,Avenue du Parc,91000,28.3
101428,76.0,Rue du Stade,91000,19.5
101429,111.0,Rue de la Gendarmerie,91000,11.0
101430,45.0,Boulevard Clemenceau,91000,19.0
101431,212.0,Rue de la République,91000,24.0
101432,82.0,Boulevard des Platanes,91000,15.9
101433,16.0,Rue de la Gendarmerie,91000,22.3
101434,135.0,Rue des Roses,91000,17.1
101435,212.0,Rue Pasteur,91000,15.4
101436,79.0,Rue Pasteur,91000,13.1
101437,174.0,Boulevard des Champs,91000,17.9
101438,206.0,Avenue François Mitterrand,91000,10.2
101439,179.0,Avenue Jean Jaurès,91000,18.9
101440,69.0,Boulevard de la Paix,91000,10.7
101441,181.0,Boulevard de l'Hôpital,91000,29.1
101442,126.0,Boulevard des Sports,91000,25.1
101443,13.0,Rue de l'Église,91000,9.2
101444,139.0,Boulevard de l'Hôpital,91000,22.9
101445,200.0,Avenue Foch,91000,13.4
101446,171.0,Rue Pasteur,91000,11.4
101447,6.0,Avenue des Lilas,91000,23.1
101448,241.0,Rue de la Gendarmerie,91000,16.3
101449,97.0,Avenue du Parc,91000,21.4
101450,169.0,Rue Pasteur,91000,14.9
101451,210.0,Rue de la Mairie,91000,8.8
101452,225.0,Rue du Stade,91000,19.8
101453,193.0,Avenue du Parc,91000,11.5
101454,24.0,Avenue du Général de Gaulle,91000,9.8
101455,27.0,Boulevard des Champs,91000,29.1
101456,180.0,Rue de l'Essonne,91000,16.4
101457,203.0,Avenue Foch,91000,31.4
101458,40.0,Avenue Carnot,91000,8.2
101459,12.0,Rue Gambetta,91000,10.5
101460,152.0,Avenue du Général de Gaulle,91000,17.3
101461,152.0,Rue du Commerce,91000,19.3
101462,99.0,Rue Pasteur,91000,11.8
101463,189.0,Boulevard Victor Hugo,91000,24.0
101464,170.0,Rue des Roses,91000,19.9
101465,132.0,Avenue des Lilas,91000,15.2
101466,74.0,Rue Pasteur,91000,9.4
101467,172.0,Avenue Carnot,91000,11.9
101468,153.0,Boulevard des Champs,91000,22.9
101469,124.0,Rue du Stade,91000,7.7
101470,20.0,Rue de la République,91000,18.6
101471,188.0,Boulevard Victor Hugo,91000,21.0
101472,155.0,Avenue de la Gare,91000,18.1
101473,158.0,Avenue de l'Europe,91000,21.2
101474,120.0,Avenue de la Poste,91000,21.0
101475,63.0,Avenue des Écoles,91000,9.1
101476,237.0,Rue de l'Église,91000,16.1
101477,44.0,Avenue Foch,91000,17.8
101478,52.0,Avenue des Tilleuls,91000,28.8
101479,37.0,Avenue Jean Jaurès,91000,22.4
101480,115.0,Avenue Jean Jaurès,91000,19.9
101481,189.0,Avenue de la Gare,91000,18.4
101482,238.0,Boulevard des Champs,91000,10.1
101483,236.0,Avenue de la Gare,91000,26.7
101484,91.0,Rue de l'Essonne,91000,14.4
101485,3.0,Avenue du Parc,91000,21.4
101486,141.0,Boulevard des Sports,91000,24.3
101487,199.0,Avenue du Parc,91000,15.0
101488,,Avenue François Mitterrand,91000,16.8
101489,87.0,Rue Gambetta,91000,19.3
101490,67.0,Avenue Foch,91000,18.1
101491,98.0,Avenue de la Poste,91000,17.7
101492,247.0,Boulevard des Champs,91000,29.6
101493,168.0,Boulevard de l'Hôpital,91000,11.9
101494,103.0,Rue Nationale,91000,10.7
101495,30.0,Avenue des Tilleuls,91000,24.1
101496,202.0,Avenue François Mitterrand,91000,23.1
101497,90.0,Boulevard de la Paix,91000,16.2
101498,61.0,Avenue du Parc,91000,21.9
101499,166.0,Rue de l'Essonne,91000,12.6
101500,17.0,Boulevard Victor Hugo,91000,16.7
101501,117.0,Rue de la Gendarmerie,91000,25.4
101502,112.0,Boulevard des Sports,91000,15.0
101503,28.0,Avenue de l'Europe,91000,11.4
101504,140.0,Avenue des Lilas,91000,14.3
101505,181.0,Rue de l'Essonne,91000,12.7
101506,41.0,Avenue Foch,91000,6.3
101507,139.0,Avenue de la Gare,91000,26.3
101508,34.0,Rue Pasteur,91000,18.2
101509,38.0,Boulevard Liberté,91000,81.8
101510,240.0,Rue de l'Église,91000,34.5
101511,125.0,Boulevard de l'Hôpital,91000,17.7
101512,156.0,Rue de la Mairie,91000,26.9
101513,185.0,Rue du Commerce,91000,16.4
101514,233.0,Rue du Stade,91000,18.4
101515,42.0,Rue de l'Essonne,91000,14.9
101516,53.0,Boulevard Liberté,91000,21.6
101517,198.0,Rue Gambetta,91000,18.5
101518,46.0,Avenue du Général de Gaulle,91000,10.2
101519,142.0,Boulevard Victor Hugo,91000,
101520,246.0,Avenue du Général de Gaulle,91000,22.5
101521,53.0,Boulevard Victor Hugo,91000,21.5
101522,58.0,Avenue de l'Europe,91000,15.1
101523,138.0,Rue de l'Église,91000,20.2
101524,195.0,Boulevard de la Paix,91000,16.3
101525,204.0,Avenue Jean Jaurès,91000,17.8
101526,29.0,Avenue du Parc,91000,21.0
101527,97.0,Avenue de l'Europe,91000,18.2
101528,42.0,Boulevard de la Paix,91000,14.7
101529,209.0,Boulevard des Platanes,91000,5.6
101530,99.0,Boulevard des Sports,91000,21.9
101531,236.0,Boulevard Clemenceau,91000,12.3
101532,173.0,Rue de la Gendarmerie,91000,13.7
101533,163.0,Boulevard Victor Hugo,91000,15.0
101534,3.0,Rue de l'Église,91000,11.1
101535,139.0,Boulevard des Platanes,91000,14.4
101536,143.0,Avenue du Général de Gaulle,91000,17.9
101537,,Avenue des Écoles,91000,15.1
101538,189.0,Boulevard des Sports,91000,14.9
101539,133.0,Avenue des Écoles,91000,23.9
101540,48.0,Avenue de la Gare,91000,17.8
101541,7.0,Avenue des Tilleuls,91000,10.9
101542,158.0,Boulevard des Champs,91000,23.0
101543,163.0,Avenue Foch,91000,14.4
101544,154.0,Rue de la Mairie,91000,13.7
101545,102.0,Boulevard de la Paix,91000,20.2
101546,131.0,Boulevard Clemenceau,91000,25.2
101547,23.0,Boulevard Clemenceau,91000,17.0
101548,249.0,Avenue des Tilleuls,91000,17.2
101549,174.0,Avenue du Général de Gaulle,91000,13.0
101550,69.0,Avenue des Lilas,91000,7.0
101551,68.0,Rue de la Gendarmerie,91000,24.3
101552,227.0,Rue des Écoles,91000,23.8
101553,115.0,Boulevard des Sports,91000,13.3
101554,5.0,Boulevard Victor Hugo,91000,27.4
101555,84.0,Rue Pasteur,91000,13.8
101556,17.0,Rue des Roses,91000,1.0
101557,59.0,Rue de la Mairie,91000,16.1
101558,8.0,Avenue Carnot,91000,20.9
101559,35.0,Avenue de la Poste,91000,13.6
101560,22.0,Avenue des Écoles,91000,11.3
101561,234.0,Boulevard de la Paix,91000,20.0
101562,55.0,Boulevard Liberté,91000,22.2
101563,178.0,Rue du Commerce,91000,28.7
101564,73.0,Avenue du Parc,91000,28.2
101565,176.0,Boulevard de la Paix,91000,
101566,94.0,Boulevard des Champs,91000,17.0
101567,55.0,Avenue du Parc,91000,13.9
101568,30.0,Boulevard Clemenceau,91000,
101569,135.0,Avenue du Parc,91000,11.7
101570,182.0,Avenue Foch,91000,17.5
101571,198.0,Rue du Stade,91000,25.6
101572,84.0,Boulevard des Champs,91000,23.9
101573,221.0,Rue des Roses,91000,12.9
101574,182.0,Avenue Foch,91000,21.7
101575,108.0,Boulevard Clemenceau,91000,15.9
101576,115.0,Boulevard Clemenceau,91000,10.6
101577,111.0,Boulevard de la Paix,91000,12.7
101578,113.0,Boulevard des Platanes,91000,15.6
101579,165.0,Avenue de l'Europe,91000,26.1
101580,242.0,Rue de la Gendarmerie,91000,14.1
101581,110.0,Avenue de l'Europe,91000,21.8
101582,250.0,Avenue Carnot,91000,11.9
101583,233.0,Rue de la République,91000,16.0
101584,92.0,Rue de la Gendarmerie,91000,17.8
101585,43.0,Avenue de l'Europe,91000,13.7
101586,21.0,Rue des Écoles,91000,9.9
101587,195.0,Rue de l'Essonne,91000,27.0
101588,239.0,Rue du Commerce,91000,16.9
101589,170.0,Avenue François Mitterrand,91000,18.5
101590,168.0,Rue de la Mairie,91000,-22.4
101591,49.0,Avenue Carnot,91000,21.9
101592,236.0,Avenue des Écoles,91000,11.4
101593,38.0,Avenue Foch,91000,14.9
101594,216.0,Rue Gambetta,91000,21.8
101595,52.0,Rue des Roses,91000,21.7
101596,217.0,Boulevard des Champs,91000,15.4
101597,163.0,Boulevard Liberté,91000,23.3
101598,175.0,Avenue des Écoles,91000,17.6
101599,197.0,Boulevard des Champs,91000,
101600,183.0,Avenue Carnot,91000,18.3
101601,190.0,Avenue Carnot,91000,
101602,28.0,Rue de la Gendarmerie,91000,19.3
101603,138.0,Avenue des Lilas,91000,19.4
101604,184.0,Rue de la Mairie,91000,13.8
101605,74.0,Avenue de la Gare,91000,16.8
101606,70.0,Boulevard de la Paix,91000,29.6
101607,11.0,Boulevard de la Paix,91000,6.6
101608,227.0,Boulevard des Sports,91000,16.2
101609,141.0,Rue Pasteur,91000,12.1
101610,148.0,Avenue des Lilas,91000,16.7
101611,131.0,Rue du Stade,91000,15.9
101612,146.0,Rue du Stade,91000,19.5
101613,10.0,Rue de la Mairie,91000,19.5
101614,52.0,Rue de la République,91000,11.0
101615,93.0,Boulevard de l'Hôpital,91000,13.1
101616,244.0,Rue du Stade,91000,16.2
101617,32.0,Rue de la République,91000,13.7
101618,122.0,Avenue Jean Jaurès,91000,24.4
101619,196.0,Boulevard Victor Hugo,91000,21.5
101620,95.0,Rue Gambetta,91000,21.7
101621,172.0,Avenue de la Gare,91000,18.2
101622,247.0,Rue des Écoles,91000,16.1
101623,120.0,Rue de l'Église,91000,15.5
101624,180.0,Rue Nationale,91000,12.8
101625,10.0,Rue des Roses,91000,20.5
101626,242.0,Boulevard Clemenceau,91000,20.5
101627,122.0,Rue de la Mairie,91000,
101628,186.0,Avenue des Tilleuls,91000,13.0
101629,23.0,Avenue des Tilleuls,91000,18.4
101630,222.0,Avenue des Écoles,91000,11.0
101631,111.0,Boulevard Clemenceau,91000,11.2
101632,34.0,Rue du Commerce,91000,23.6
101633,25.0,Rue des Roses,91000,32.1
101634,217.0,Rue des Roses,91000,30.9
101635,193.0,Rue du Stade,91000,8.3
101636,24.0,Boulevard des Sports,91000,19.0
101637,12.0,Avenue de l'Europe,91000,5.5
101638,162.0,Rue Nationale,91000,22.6
101639,184.0,Avenue des Lilas,91000,7.9
101640,212.0,Avenue de la Poste,91000,24.5
101641,93.0,Avenue des Écoles,91000,16.0
101642,249.0,Boulevard des Sports,91000,25.3
101643,65.0,Avenue des Lilas,91000,15.1
101644,7.0,Rue de la Mairie,91000,13.9
101645,,Avenue des Écoles,91000,17.4
101646,156.0,Rue du Stade,91000,26.6
101647,126.0,Rue Nationale,91000,9.9
101648,,Rue des Écoles,91000,8.9
101649,107.0,Rue Nationale,91000,9.9
101650,174.0,Boulevard de l'Hôpital,91000,9.8
101651,106.0,Avenue Foch,91000,21.3
101652,160.0,Rue de l'Église,91000,24.2
101653,191.0,Avenue François Mitterrand,91000,
101654,49.0,Avenue François Mitterrand,91000,
101655,121.0,Avenue de la Gare,91000,15.8
101656,203.0,Boulevard Victor Hugo,91000,17.0
101657,80.0,Rue Pasteur,91000,21.5
101658,150.0,Boulevard Liberté,91000,9.2
101659,43.0,Avenue du Parc,91000,10.9
101660,44.0,Avenue des Lilas,91000,21.0
101661,117.0,Avenue des Tilleuls,91000,8.4
101662,103.0,Boulevard Liberté,91000,16.5
101663,182.0,Avenue Foch,91000,15.4
101664,147.0,Rue de la Mairie,91000,12.6
101665,30.0,Rue Nationale,91000,17.8
101666,239.0,Rue de l'Église,91000,12.9
101667,217.0,Avenue du Parc,91000,8.3
101668,95.0,Avenue du Général de Gaulle,91000,14.1
101669,139.0,Rue des Roses,91000,11.7
101670,104.0,Rue du Commerce,91000,5.6
101671,76.0,Boulevard des Sports,91000,15.3
101672,249.0,Rue Nationale,91000,19.0
101673,48.0,Rue de l'Essonne,91000,9.5
101674,28.0,Rue de la Mairie,91000,12.2
101675,147.0,Rue de l'Église,91000,35.0
101676,102.0,Rue de la Gendarmerie,91000,12.3
101677,9.0,Avenue de l'Europe,91000,29.3
101678,108.0,Avenue du Parc,91000,4.9
101679,3.0,Boulevard Liberté,91000,16.3
101680,124.0,Rue de l'Essonne,91000,17.6
101681,3.0,Rue de la Gendarmerie,91000,26.1
101682,66.0,Rue de la Mairie,91000,14.8
101683,67.0,Boulevard Liberté,91000,12.4
101684,5.0,Avenue du Général de Gaulle,91000,25.8
101685,9.0,Avenue de la Poste,91000,22.0
101686,191.0,Boulevard Clemenceau,91000,19.1
101687,43.0,Rue de la Gendarmerie,91000,22.0
101688,64.0,Rue de la République,91000,17.8
101689,76.0,Rue de l'Église,91000,2.0
101690,156.0,Rue des Roses,91000,12.9
101691,35.0,Avenue de la Poste,91000,28.7
101692,208.0,Avenue François Mitterrand,91000,18.0
101693,90.0,Rue de l'Église,91000,22.8
101694,,Boulevard de la Paix,91000,34.2
101695,194.0,Avenue Jean Jaurès,91000,
101696,20.0,Boulevard Clemenceau,91000,15.7
101697,249.0,Rue du Stade,91000,11.9
101698,142.0,Boulevard des Platanes,91000,24.8
101699,198.0,Rue Nationale,91000,13.0
101700,100.0,Avenue du Parc,91000,16.5
101701,103.0,Avenue du Général de Gaulle,91000,25.4
101702,159.0,Rue Pasteur,91000,28.9
101703,82.0,Avenue Carnot,91000,8.3
