ID_Adr,N,Nom_Rue,Code_Postal,NB_KW_Jour,High_Consumption_Flag
1388,214.0,Rue De Ménilmontant,75006,5.5,
1389,78.0,Rue Blanche,75019,16.3,
1390,123.0,Rue De Rome,75017,9.1,
1391,225.0,Avenue De Clichy,75016,12.4,
1392,116.0,Avenue De Wagram,75014,17.5,
1393,237.0,Boulevard Voltaire,75020,24.3,
1394,105.0,Boulevard Des Batignolles,75010,18.7,
1395,145.0,Rue De Prony,75019,20.6,
1396,26.0,Rue Oberkampf,75014,16.8,
1397,104.0,Boulevard Des Batignolles,75014,10.6,
1398,26.0,Rue De La Folie-Méricourt,75018,9.5,
1399,126.0,Rue Blanche,75004,14.7,
1400,223.0,Rue Jean-Pierre Timbaud,75016,17.8,
1401,52.0,Rue Amelot,75009,6.3,
1402,7.0,Avenue Victor Hugo,75019,15.0,
1403,37.0,Avenue Parmentier,75018,21.5,
1404,20.0,Boulevard De Rochechouart,75002,23.9,
1405,84.0,Rue Amelot,75016,7.9,
1406,139.0,Rue Du Temple,75002,21.6,
1407,161.0,Rue De Prony,75014,29.7,
1408,170.0,Boulevard Voltaire,75001,13.1,
1409,219.0,Rue De Lévis,75001,19.6,
1410,82.0,Boulevard De Rochechouart,75007,17.4,
1411,82.0,Avenue Trudaine,75003,16.8,
1412,84.0,Rue Jean-Pierre Timbaud,75018,30.1,
1413,206.0,Boulevard Haussmann,75005,21.3,
1414,26.0,Boulevard Beaumarchais,75005,24.3,
1415,201.0,Rue De Rivoli,75001,27.0,
1416,99.0,Rue Saint-Antoine,75007,9.8,
1417,30.0,Boulevard De Magenta,75002,6.8,
1418,119.0,Rue De Lévis,75004,12.8,
1419,230.0,Boulevard Du Temple,75019,14.8,
1420,236.0,Rue Du Temple,75010,20.1,
1421,138.0,Avenue Montaigne,75015,18.22935472400022,
1422,225.0,Avenue Montaigne,75013,17.1,
1423,9.0,Boulevard Voltaire,75016,17.6,
1424,119.0,Boulevard Saint-Germain,75012,10.6,
1425,151.0,Rue Amelot,75019,20.4,
1426,151.0,Rue Blanche,75005,18.22935472400022,
1427,223.0,Avenue Des Champs-Elysées,75019,25.2,
1428,0.0,Boulevard Jules Ferry,75017,29.4,
1429,7.0,Rue De Courcelles,75017,21.4,
1430,87.0,Boulevard Haussmann,75018,20.1,
1431,236.0,Boulevard De Magenta,75017,20.3,
1432,113.0,Rue De Rivoli,75011,17.4,
1433,218.0,Rue Saint-Maur,75004,20.0,
1434,31.0,Rue De Belleville,75019,10.9,
1435,228.0,Rue De Courcelles,75020,13.7,
1436,110.0,Rue De Ménilmontant,75003,136.0,True
1437,0.0,Boulevard Pereire,75004,9.9,
1438,171.0,Rue De Rivoli,75016,16.4,
1439,14.0,Boulevard Des Batignolles,75012,12.8,
1440,231.0,Avenue Des Champs-Elysées,75012,8.0,
1441,118.0,Avenue De La République,75004,26.2,
1442,226.0,Rue Condorcet,75007,18.22935472400022,
1443,211.0,Rue Oberkampf,75004,10.2,
1444,186.0,Avenue Philippe-Auguste,75003,10.5,
1445,132.0,Avenue Parmentier,75013,27.9,
1446,97.0,Boulevard Pereire,75019,18.2,
1447,182.0,Rue Lafayette,75005,25.8,
1448,159.0,Boulevard Voltaire,75018,17.0,
1449,203.0,Boulevard Saint-Germain,75013,18.8,
1450,65.0,Rue Jean-Pierre Timbaud,75005,29.5,
1451,109.0,Rue Blanche,75019,34.1,
1452,4.0,Rue Condorcet,75002,16.3,
1453,209.0,Rue Amelot,75011,24.3,
1454,0.0,Rue Du Faubourg Saint-Honoré,75007,12.4,
1455,59.0,Rue Lafayette,75005,16.3,
1456,141.0,Boulevard Pereire,75007,14.8,
1457,62.0,Boulevard De Magenta,75014,16.3,
1458,173.0,Rue Du Temple,75005,19.4,
1459,196.0,Boulevard Haussmann,75011,7.8,
1460,29.0,Rue Popincourt,75010,19.6,
1461,50.0,Rue De La Paix,75008,21.8,
1462,213.0,Rue Du Temple,75012,16.7,
1463,219.0,Rue De Ménilmontant,75001,28.8,
1464,41.0,Rue Du Temple,75005,6.9,
1465,75.0,Rue De Belleville,75003,18.22935472400022,
1466,59.0,Rue De Ménilmontant,75012,19.2,
1467,210.0,Boulevard Voltaire,75007,19.9,
1468,95.0,Avenue Hoche,75009,15.3,
1469,241.0,Rue Lafayette,75017,19.8,
1470,168.0,Rue De Rivoli,75009,14.6,
1471,201.0,Rue Saint-Antoine,75018,1.0,
1472,21.0,Avenue Des Champs-Elysées,75001,9.7,
1473,94.0,Rue Des Martyrs,75004,25.6,
1474,54.0,Boulevard De Magenta,75017,14.2,
1475,80.0,Rue Du Temple,75010,17.3,
1476,95.0,Rue De Lévis,75002,9.8,
1477,215.0,Rue De Belleville,75001,28.6,
1478,180.0,Avenue Hoche,75010,19.3,
1479,61.0,Rue Amelot,75017,27.1,
1480,68.0,Boulevard De Magenta,75002,1.0,
1481,140.0,Avenue Ledru-Rollin,75013,16.6,
1482,234.0,Rue Jean-Pierre Timbaud,75010,12.2,
1483,200.0,Rue De Belleville,75010,9.8,
1484,45.0,Boulevard Du Temple,75007,12.5,
1485,135.0,Rue De Prony,75007,28.7,
1486,145.0,Boulevard Saint-Germain,75001,10.6,
1487,110.0,Boulevard Beaumarchais,75006,16.8,
1488,36.0,Rue De Charonne,75019,21.9,
1489,0.0,Avenue Philippe-Auguste,75015,17.6,
1490,83.0,Boulevard Saint-Germain,75003,23.2,
1491,40.0,Rue Blanche,75004,13.9,
1492,11.0,Avenue De La Bastille,75006,9.6,
1493,130.0,Rue Du Temple,75001,11.7,
1494,122.0,Boulevard Des Batignolles,75017,19.8,
1495,186.0,Rue Lafayette,75013,16.1,
1496,51.0,Boulevard Pereire,75012,20.5,
1497,81.0,Avenue De La Bastille,75019,18.4,
1498,3.0,Boulevard Saint-Germain,75020,16.3,
1499,72.0,Boulevard Saint-Germain,75009,16.7,
1500,194.0,Boulevard Beaumarchais,75016,11.2,
1501,124.0,Boulevard Haussmann,75019,15.9,
1502,187.0,Rue Popincourt,75019,18.22935472400022,
1503,60.0,Boulevard Richard-Lenoir,75002,17.2,
1504,150.0,Boulevard De Magenta,75010,19.8,
1505,86.0,Boulevard Beaumarchais,75017,14.0,
1506,138.0,Rue Condorcet,75013,10.4,
1507,17.0,Rue Du Faubourg Saint-Honoré,75011,15.2,
1508,67.0,Rue Jean-Pierre Timbaud,75004,29.3,
1509,69.0,Rue Jean-Pierre Timbaud,75019,18.22935472400022,
1510,16.0,Rue De Belleville,75010,16.2,
1511,216.0,Boulevard De Magenta,75006,17.7,
1512,195.0,Avenue De La Bastille,75003,14.3,
1513,55.0,Rue Oberkampf,75001,6.2,
1514,242.0,Rue Du Faubourg Saint-Honoré,75017,14.3,
1515,21.0,Rue Du Faubourg Saint-Honoré,75003,19.3,
1516,104.0,Boulevard De Rochechouart,75018,11.3,
1517,226.0,Rue De La Roquette,75005,14.6,
1518,242.0,Rue De Courcelles,75019,11.9,
1519,1.0,Boulevard Jules Ferry,75010,16.9,
1520,146.0,Boulevard De Magenta,75018,7.0,
1521,181.0,Rue Oberkampf,75012,13.7,
1522,222.0,Rue De La Roquette,75005,32.3,
1523,211.0,Avenue Des Champs-Elysées,75008,22.9,
1524,198.0,Boulevard Du Temple,75010,14.7,
1525,216.0,Rue De La Roquette,75017,12.8,
1526,85.0,Boulevard Richard-Lenoir,75016,11.8,
1527,181.0,Rue Blanche,75003,29.7,
1528,19.0,Rue De Rivoli,75016,16.2,
1529,155.0,Boulevard Haussmann,75002,13.4,
1530,2.0,Rue Cardinet,75004,13.4,
1531,69.0,Avenue Victor Hugo,75005,21.4,
1532,16.0,Avenue Trudaine,75016,20.4,
1533,135.0,Rue Blanche,75013,27.3,
1534,208.0,Rue De Courcelles,75012,11.8,
1535,139.0,Boulevard Pereire,75008,9.6,
1536,233.0,Rue Du Temple,75002,21.1,
1537,57.0,Rue De La Roquette,75008,14.1,
1538,113.0,Avenue De Clichy,75004,21.4,
1539,45.0,Rue Du Temple,75002,22.4,
1540,66.0,Boulevard De Rochechouart,75004,18.2,
1541,7.0,Rue De La Paix,75015,18.1,
1542,214.0,Avenue Trudaine,75008,14.3,
1543,168.0,Rue De La Paix,75010,23.7,
1544,70.0,Rue De Lévis,75010,28.9,
1545,113.0,Boulevard Haussmann,75006,29.6,
1546,47.0,Rue Cardinet,75001,13.6,
1547,137.0,Avenue Philippe-Auguste,75013,16.3,
1548,219.0,Avenue De La Bastille,75018,16.8,
1549,68.0,Rue Du Temple,75017,21.8,
1550,64.0,Rue De La Roquette,75019,17.8,
1551,63.0,Rue Blanche,75017,18.22935472400022,
1552,88.0,Rue Blanche,75009,18.22935472400022,
1553,169.0,Rue Oberkampf,75009,15.0,
1554,5.0,Boulevard De Rochechouart,75003,11.0,
1555,163.0,Rue De Courcelles,75012,15.6,
1556,20.0,Rue Condorcet,75010,16.5,
1557,110.0,Avenue De La République,75020,9.9,
1558,229.0,Rue De Lévis,75003,14.3,
1559,217.0,Rue De Rome,75019,24.2,
1560,39.0,Rue De Belleville,75009,16.6,
1561,26.0,Rue Blanche,75013,20.5,
1562,162.0,Avenue Ledru-Rollin,75007,28.2,
1563,157.0,Rue Cardinet,75016,16.8,
1564,66.0,Rue Cardinet,75004,20.1,
1565,79.0,Rue De Prony,75008,11.5,
1566,129.0,Rue De Courcelles,75006,17.9,
1567,95.0,Rue De Rivoli,75011,13.7,
1568,128.0,Avenue De La Bastille,75005,24.2,
1569,37.0,Boulevard Des Batignolles,75018,13.6,
1570,119.0,Avenue Montaigne,75012,11.6,
1571,216.0,Rue Cardinet,75007,9.2,
1572,98.0,Avenue Hoche,75006,24.8,
1573,139.0,Rue Du Temple,75004,13.0,
1574,209.0,Rue Du Temple,75005,8.4,
1575,94.0,Rue Jean-Pierre Timbaud,75017,20.6,
1576,7.0,Rue De Courcelles,75019,16.8,
1577,239.0,Boulevard Beaumarchais,75002,21.5,
1578,0.0,Avenue Victor Hugo,75005,10.6,
1579,116.0,Boulevard Du Temple,75018,16.8,
1580,237.0,Rue Saint-Antoine,75009,12.6,
1581,105.0,Boulevard Voltaire,75015,17.6,
1582,118.0,Avenue Montaigne,75016,22.9,
1583,160.0,Boulevard Haussmann,75020,28.7,
1584,114.0,Boulevard De Magenta,75003,11.5,
1585,235.0,Avenue De La République,75020,17.1,
1586,34.0,Rue De Ménilmontant,75014,10.8,
1587,168.0,Boulevard De Rochechouart,75005,32.3,
1588,18.0,Rue Du Temple,75014,23.0,
1589,29.0,Rue De Ménilmontant,75005,17.8,
1590,30.0,Avenue Ledru-Rollin,75014,23.2,
1591,208.0,Avenue De Clichy,75014,27.9,
1592,160.0,Rue Saint-Maur,75007,16.9,
1593,222.0,Rue De La Folie-Méricourt,75016,20.9,
1594,246.0,Rue Blanche,75003,11.0,
1595,0.0,Avenue Philippe-Auguste,75003,18.8,
1596,19.0,Avenue Parmentier,75007,21.6,
1597,220.0,Rue De Belleville,75015,14.9,
1598,243.0,Rue De Ménilmontant,75013,12.4,
1599,85.0,Rue De Courcelles,75016,29.4,
1600,223.0,Rue Saint-Antoine,75003,20.7,
1601,15.0,Boulevard Malesherbes,75019,18.9,
1602,117.0,Boulevard Haussmann,75004,14.2,
1603,43.0,Rue De Ménilmontant,75009,5.6,
1604,16.0,Boulevard Haussmann,75004,15.2,
1605,173.0,Avenue Parmentier,75019,7.2,
1606,29.0,Avenue Hoche,75011,28.5,
1607,48.0,Rue Lafayette,75017,25.7,
1608,122.0,Boulevard De Magenta,75012,11.3,
1609,43.0,Avenue Hoche,75001,23.2,
1610,163.0,Rue De La Folie-Méricourt,75019,17.5,
1611,125.0,Avenue Hoche,75001,15.6,
1612,78.0,Rue De Courcelles,75020,11.7,
1613,176.0,Rue Amelot,75002,26.7,
1614,228.0,Rue De La Folie-Méricourt,75018,10.5,
1615,13.0,Avenue Ledru-Rollin,75005,19.0,
1616,142.0,Rue De Courcelles,75007,31.2,
1617,0.0,Rue Du Faubourg Saint-Honoré,75005,25.3,
1618,0.0,Rue Lafayette,75017,17.1,
1619,183.0,Rue Du Temple,75015,12.6,
1620,143.0,Boulevard Haussmann,75014,16.3,
1621,41.0,Avenue De La République,75018,21.9,
1622,12.0,Rue Des Martyrs,75020,16.2,
1623,151.0,Rue De Lévis,75016,23.5,
1624,134.0,Rue De Belleville,75002,25.8,
1625,53.0,Avenue De Wagram,75008,13.9,
1626,199.0,Rue Saint-Antoine,75020,13.6,
1627,56.0,Rue Oberkampf,75019,13.1,
1628,123.0,Avenue Hoche,75003,24.1,
1629,42.0,Avenue Philippe-Auguste,75006,12.2,
1630,44.0,Boulevard Du Temple,75007,16.7,
1631,50.0,Boulevard Beaumarchais,75019,17.9,
1632,224.0,Boulevard Malesherbes,75004,12.7,
1633,137.0,Rue De La Roquette,75016,25.9,
1634,154.0,Rue De La Roquette,75006,29.4,
1635,200.0,Rue Blanche,75008,11.7,
1636,174.0,Rue Du Faubourg Saint-Honoré,75005,19.4,
1637,11.0,Rue Popincourt,75002,10.6,
1638,186.0,Rue De Rome,75012,18.0,
1639,182.0,Rue De La Roquette,75002,11.1,
1640,189.0,Boulevard Des Batignolles,75001,14.6,
1641,161.0,Boulevard De Rochechouart,75016,15.1,
1642,49.0,Rue Du Faubourg Saint-Honoré,75009,11.3,
1643,225.0,Rue Lafayette,75020,20.7,
1644,25.0,Avenue Trudaine,75009,29.2,
1645,218.0,Avenue Parmentier,75020,26.8,
1646,26.0,Rue Saint-Maur,75017,7.9,
1647,235.0,Boulevard Du Temple,75008,26.7,
1648,38.0,Avenue Ledru-Rollin,75014,9.9,
1649,180.0,Boulevard Pereire,75007,25.8,
1650,186.0,Rue Amelot,75001,24.5,
1651,47.0,Boulevard Voltaire,75016,20.9,
1652,15.0,Rue De La Roquette,75017,8.6,
1653,42.0,Rue Condorcet,75006,15.5,
1654,62.0,Rue Des Martyrs,75017,25.5,
1655,79.0,Rue De Rome,75001,11.2,
1656,37.0,Rue Jean-Pierre Timbaud,75009,14.1,
1657,198.0,Rue De Rome,75009,7.5,
1658,83.0,Avenue Parmentier,75012,8.9,
1659,212.0,Rue Condorcet,75020,6.8,
1660,135.0,Avenue Parmentier,75006,20.3,
1661,87.0,Rue Du Temple,75011,14.9,
1662,177.0,Rue De Belleville,75008,21.7,
1663,185.0,Rue De Lévis,75011,22.8,
1664,72.0,Rue Oberkampf,75006,17.1,
1665,218.0,Rue De La Roquette,75003,10.3,
1666,15.0,Rue De Lévis,75006,10.8,
1667,54.0,Avenue Victor Hugo,75014,25.8,
1668,153.0,Rue Jean-Pierre Timbaud,75013,21.3,
1669,227.0,Boulevard Saint-Germain,75008,14.9,
1670,101.0,Rue Des Martyrs,75017,32.7,
1671,238.0,Rue Saint-Antoine,75012,9.4,
1672,236.0,Boulevard Jules Ferry,75016,21.4,
1673,72.0,Rue Des Martyrs,75013,15.8,
1674,43.0,Boulevard Haussmann,75004,15.0,
1675,144.0,Rue Blanche,75004,15.5,
1676,131.0,Rue Saint-Maur,75020,12.5,
1677,233.0,Rue De Belleville,75004,9.5,
1678,15.0,Rue De La Roquette,75013,32.6,
1679,184.0,Rue De La Folie-Méricourt,75017,16.5,
1680,177.0,Avenue Hoche,75019,11.9,
1681,94.0,Avenue De Wagram,75015,18.22935472400022,
1682,127.0,Rue De La Folie-Méricourt,75019,7.0,
1683,97.0,Rue Jean-Pierre Timbaud,75001,28.3,
1684,144.0,Avenue Ledru-Rollin,75004,11.2,
1685,33.0,Avenue De Wagram,75003,12.1,
1686,4.0,Boulevard De Rochechouart,75002,14.3,
1687,227.0,Boulevard Des Batignolles,75010,24.4,
1688,223.0,Avenue Des Champs-Elysées,75005,14.9,
1689,0.0,Rue Des Martyrs,75004,15.0,
1690,243.0,Rue Oberkampf,75009,18.0,
1691,218.0,Rue Oberkampf,75013,23.4,
1692,230.0,Rue De La Paix,75014,18.5,
1693,49.0,Rue Jean-Pierre Timbaud,75020,23.2,
1694,25.0,Rue Saint-Antoine,75009,13.4,
1695,181.0,Rue De La Paix,75013,17.2,
1696,7.0,Rue De Prony,75016,15.1,
1697,192.0,Rue De Charonne,75016,24.6,
1698,174.0,Rue De Prony,75010,18.4,
1699,95.0,Boulevard De Rochechouart,75016,25.5,
1700,108.0,Boulevard Du Temple,75004,17.9,
1701,209.0,Boulevard Malesherbes,75019,18.22935472400022,
1702,242.0,Avenue Parmentier,75003,12.5,
1703,120.0,Boulevard Richard-Lenoir,75006,21.2,
1704,120.0,Boulevard Du Temple,75008,22.9,
1705,98.0,Rue De La Roquette,75001,20.8,
1706,146.0,Boulevard Malesherbes,75015,17.4,
1707,222.0,Avenue De La République,75009,17.7,
1708,146.0,Rue Oberkampf,75014,16.5,
1709,53.0,Boulevard Haussmann,75020,29.8,
1710,24.0,Boulevard Beaumarchais,75017,33.5,
1711,203.0,Rue De Charonne,75004,28.3,
1712,43.0,Boulevard Jules Ferry,75005,13.7,
1713,156.0,Rue Des Martyrs,75018,10.7,
1714,212.0,Rue Amelot,75013,7.8,
1715,240.0,Rue Des Martyrs,75003,35.3,
1716,196.0,Rue Cardinet,75009,20.1,
1717,28.0,Avenue Philippe-Auguste,75019,29.5,
1718,177.0,Rue De Courcelles,75010,17.7,
1719,188.0,Avenue Victor Hugo,75014,25.4,
1720,182.0,Boulevard Jules Ferry,75019,21.4,
1721,115.0,Rue De La Paix,75011,12.7,
1722,36.0,Boulevard Des Batignolles,75016,8.3,
1723,190.0,Rue De Belleville,75012,7.9,
1724,43.0,Rue De Courcelles,75017,15.7,
1725,136.0,Rue De Lévis,75009,14.4,
1726,110.0,Rue Oberkampf,75004,22.6,
1727,132.0,Rue Oberkampf,75011,13.8,
1728,40.0,Rue Des Martyrs,75002,30.8,
1729,105.0,Rue Oberkampf,75011,7.3,
1730,161.0,Rue Condorcet,75003,17.8,
1731,34.0,Rue Saint-Antoine,75017,9.8,
1732,88.0,Avenue De La Bastille,75001,13.4,
1733,0.0,Rue De Rivoli,75004,29.4,
1734,78.0,Rue Popincourt,75020,25.7,
1735,194.0,Avenue Des Champs-Elysées,75005,16.5,
1736,129.0,Rue De Belleville,75008,21.4,
1737,194.0,Rue De Courcelles,75007,18.22935472400022,
1738,139.0,Avenue Hoche,75005,18.22935472400022,
1739,161.0,Rue De Rome,75017,20.8,
1740,144.0,Boulevard Jules Ferry,75020,13.2,
1741,246.0,Boulevard Jules Ferry,75020,13.6,
1742,79.0,Avenue Ledru-Rollin,75011,19.7,
1743,189.0,Avenue Parmentier,75018,13.2,
1744,128.0,Boulevard De Rochechouart,75011,13.8,
1745,214.0,Rue Des Martyrs,75018,18.22935472400022,
1746,7.0,Avenue De La République,75004,21.1,
1747,42.0,Rue De La Folie-Méricourt,75003,20.0,
1748,126.0,Boulevard Saint-Germain,75017,25.0,
1749,208.0,Boulevard Pereire,75006,29.5,
1750,117.0,Avenue De La République,75020,17.5,
1751,206.0,Avenue De La République,75007,15.8,
1752,93.0,Avenue De La République,75017,11.5,
1753,157.0,Rue De La Roquette,75003,8.8,
1754,187.0,Rue Condorcet,75020,20.6,
1755,42.0,Rue De Courcelles,75003,27.6,
1756,70.0,Boulevard Malesherbes,75013,20.9,
1757,114.0,Rue De La Folie-Méricourt,75010,17.8,
1758,133.0,Avenue Des Champs-Elysées,75019,20.9,
1759,202.0,Rue Du Temple,75019,9.7,
1760,249.0,Boulevard Pereire,75009,15.4,
1761,219.0,Rue Saint-Antoine,75013,10.4,
1762,47.0,Rue De Ménilmontant,75006,17.6,
1763,219.0,Rue De La Folie-Méricourt,75016,19.2,
1764,146.0,Boulevard Des Batignolles,75006,17.4,
1765,0.0,Boulevard De Magenta,75015,9.8,
1766,242.0,Rue De Courcelles,75003,22.7,
1767,133.0,Avenue De Clichy,75017,18.1,
1768,244.0,Boulevard Saint-Germain,75015,21.3,
1769,194.0,Boulevard Malesherbes,75001,8.1,
1770,163.0,Rue Oberkampf,75001,15.1,
1771,128.0,Rue Du Temple,75010,27.1,
1772,29.0,Avenue Philippe-Auguste,75001,13.9,
1773,23.0,Boulevard Haussmann,75001,11.6,
1774,159.0,Avenue Montaigne,75019,22.1,
1775,203.0,Avenue Parmentier,75017,18.7,
1776,99.0,Avenue De Wagram,75012,15.0,
1777,31.0,Boulevard Richard-Lenoir,75013,24.4,
1778,187.0,Avenue Hoche,75011,14.4,
1779,130.0,Boulevard Du Temple,75002,12.9,
1780,133.0,Boulevard Saint-Germain,75007,17.1,
1781,242.0,Boulevard Saint-Germain,75011,19.9,
1782,244.0,Rue De La Folie-Méricourt,75009,20.1,
1783,150.0,Avenue Des Champs-Elysées,75005,18.22935472400022,
1784,147.0,Boulevard Des Batignolles,75010,7.9,
1785,130.0,Rue De Charonne,75014,25.6,
1786,150.0,Rue De Charonne,75003,14.4,
1787,29.0,Rue Oberkampf,75007,21.9,
1788,160.0,Rue De Rivoli,75019,15.5,
1789,99.0,Rue Des Martyrs,75019,15.0,
1790,68.0,Rue Des Martyrs,75008,9.2,
1791,214.0,Boulevard Malesherbes,75006,13.6,
1792,112.0,Avenue De La République,75015,17.0,
1793,241.0,Rue Des Martyrs,75008,17.1,
1794,67.0,Avenue De Wagram,75007,30.7,
1795,12.0,Rue De La Paix,75001,15.3,
1796,134.0,Rue De Belleville,75013,20.1,
1797,246.0,Rue De La Folie-Méricourt,75001,35.5,
1798,203.0,Boulevard De Rochechouart,75006,10.0,
1799,31.0,Rue De La Paix,75020,30.7,
1800,120.0,Avenue Montaigne,75007,16.8,
1801,37.0,Boulevard Du Temple,75004,23.9,
1802,135.0,Avenue Trudaine,75003,10.0,
1803,158.0,Boulevard Voltaire,75015,12.0,
1804,124.0,Avenue Parmentier,75006,18.0,
1805,248.0,Avenue Ledru-Rollin,75014,15.3,
1806,240.0,Avenue Philippe-Auguste,75010,22.3,
1807,117.0,Rue Lafayette,75020,17.7,
1808,66.0,Rue De Rivoli,75015,16.5,
1809,188.0,Rue Amelot,75017,24.6,
1810,173.0,Avenue De Wagram,75012,22.0,
1811,226.0,Rue De La Roquette,75010,22.8,
1812,228.0,Boulevard Du Temple,75008,8.7,
1813,227.0,Boulevard Saint-Germain,75017,11.3,
1814,48.0,Rue Saint-Antoine,75003,21.5,
1815,41.0,Rue De Rivoli,75012,18.7,
1816,94.0,Boulevard De Rochechouart,75007,15.2,
1817,247.0,Rue Du Temple,75004,12.4,
1818,182.0,Rue Des Martyrs,75015,14.2,
1819,43.0,Avenue Parmentier,75012,14.4,
1820,236.0,Rue De Courcelles,75014,13.7,
1821,0.0,Boulevard Jules Ferry,75011,10.8,
1822,99.0,Boulevard Saint-Germain,75020,9.3,
1823,176.0,Avenue De Clichy,75005,23.5,
1824,109.0,Rue Lafayette,75010,23.3,
1825,137.0,Rue Oberkampf,75011,16.6,
1826,39.0,Rue Lafayette,75018,19.8,
1827,95.0,Rue Saint-Antoine,75002,26.6,
1828,156.0,Avenue De Wagram,75013,37.9,
1829,94.0,Boulevard Du Temple,75001,23.5,
1830,26.0,Avenue De Wagram,75020,18.4,
1831,79.0,Boulevard Pereire,75016,25.9,
1832,124.0,Rue De Courcelles,75005,15.7,
1833,15.0,Boulevard Beaumarchais,75008,20.7,
1834,215.0,Rue De La Paix,75005,17.1,
1835,66.0,Avenue De La Bastille,75018,14.6,
1836,179.0,Rue Oberkampf,75013,15.9,
1837,144.0,Boulevard Haussmann,75004,20.1,
1838,119.0,Rue Oberkampf,75020,26.1,
1839,130.0,Rue Cardinet,75020,18.0,
1840,171.0,Boulevard Des Batignolles,75009,22.3,
1841,193.0,Avenue Parmentier,75016,14.2,
1842,79.0,Rue De Belleville,75016,11.2,
1843,67.0,Avenue Montaigne,75013,17.5,
1844,205.0,Rue De Belleville,75009,19.5,
1845,167.0,Rue De Charonne,75014,15.3,
1846,1.0,Boulevard Des Batignolles,75009,16.3,
1847,37.0,Avenue Des Champs-Elysées,75001,22.6,
1848,50.0,Rue Du Faubourg Saint-Honoré,75015,32.4,
1849,138.0,Rue Condorcet,75007,22.8,
1850,49.0,Avenue Philippe-Auguste,75007,22.4,
1851,160.0,Rue De Prony,75013,16.0,
1852,180.0,Boulevard Jules Ferry,75001,26.7,
1853,34.0,Avenue De La République,75008,14.3,
1854,132.0,Boulevard Voltaire,75019,10.0,
1855,179.0,Avenue De Clichy,75012,12.9,
1856,0.0,Rue De Rivoli,75014,16.9,
1857,167.0,Avenue Ledru-Rollin,75004,18.22935472400022,
1858,5.0,Boulevard Beaumarchais,75020,29.2,
1859,143.0,Rue De Lévis,75020,18.22935472400022,
1860,143.0,Rue De Belleville,75006,17.7,
1861,69.0,Avenue Des Champs-Elysées,75019,31.9,
1862,239.0,Boulevard De Magenta,75003,20.5,
1863,143.0,Rue Lafayette,75003,13.9,
1864,0.0,Boulevard Voltaire,75001,18.1,
1865,180.0,Rue Du Temple,75007,26.0,
1866,144.0,Rue De Lévis,75007,12.8,
1867,194.0,Avenue De La République,75002,9.9,
1868,103.0,Boulevard Malesherbes,75005,17.2,
1869,0.0,Avenue De La République,75005,14.3,
1870,126.0,Rue De Prony,75014,15.3,
1871,239.0,Avenue De Clichy,75008,13.1,
1872,188.0,Boulevard De Magenta,75008,21.6,
1873,95.0,Rue De Ménilmontant,75009,19.2,
1874,4.0,Rue Saint-Antoine,75010,32.8,
1875,110.0,Rue Saint-Maur,75007,16.8,
1876,218.0,Avenue Parmentier,75015,11.8,
1877,0.0,Rue Blanche,75003,19.4,
1878,207.0,Rue Cardinet,75013,15.6,
1879,220.0,Avenue De La Bastille,75005,25.2,
1880,4.0,Boulevard Pereire,75005,20.2,
1881,245.0,Avenue Victor Hugo,75015,13.0,
1882,188.0,Rue De La Folie-Méricourt,75006,20.3,
1883,188.0,Rue De La Folie-Méricourt,75009,18.7,
1884,230.0,Avenue De Wagram,75016,8.4,
1885,211.0,Rue Du Temple,75020,16.6,
1886,87.0,Rue Des Martyrs,75010,20.9,
1887,67.0,Rue Du Faubourg Saint-Honoré,75016,29.5,
1888,245.0,Rue De La Roquette,75005,15.7,
1889,195.0,Avenue Hoche,75014,24.8,
1890,152.0,Avenue Parmentier,75011,22.7,
1891,223.0,Avenue Des Champs-Elysées,75006,25.2,
1892,10.0,Rue De Rivoli,75005,16.1,
1893,173.0,Avenue Hoche,75015,16.0,
1894,220.0,Boulevard Pereire,75012,17.2,
1895,53.0,Rue De Charonne,75017,21.5,
1896,126.0,Rue De Prony,75007,19.7,
1897,182.0,Boulevard De Magenta,75018,23.5,
1898,164.0,Boulevard Saint-Germain,75010,13.3,
1899,205.0,Rue Blanche,75003,14.2,
1900,59.0,Rue Saint-Maur,75016,18.22935472400022,
1901,55.0,Rue De Prony,75019,11.4,
1902,15.0,Avenue De Wagram,75016,10.7,
1903,69.0,Rue De Rome,75012,22.7,
1904,194.0,Avenue Victor Hugo,75003,23.7,
1905,51.0,Rue De Courcelles,75017,19.0,
1906,93.0,Avenue Des Champs-Elysées,75003,18.4,
1907,159.0,Avenue Des Champs-Elysées,75013,19.6,
1908,189.0,Rue De Rivoli,75017,22.8,
1909,200.0,Rue Du Faubourg Saint-Honoré,75003,20.8,
1910,87.0,Boulevard Des Batignolles,75004,13.1,
1911,187.0,Rue De Lévis,75009,12.6,
1912,176.0,Avenue Philippe-Auguste,75005,20.0,
1913,12.0,Rue Oberkampf,75001,14.6,
1914,88.0,Rue De La Folie-Méricourt,75014,26.5,
1915,215.0,Avenue De La République,75006,25.6,
1916,199.0,Avenue De La Bastille,75015,27.5,
1917,177.0,Rue De La Roquette,75014,16.2,
1918,58.0,Rue De Rivoli,75019,14.2,
1919,206.0,Rue Popincourt,75011,13.0,
1920,0.0,Rue Lafayette,75017,18.22935472400022,
1921,227.0,Avenue Trudaine,75017,8.2,
1922,150.0,Boulevard Du Temple,75015,8.2,
